,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-17380.0,-3386400.0,-95970.0,-481682.149504,455100.0
Tax Rate For Calcs,0.11,0.34,0.07,0.09406,0.1
Normalized EBITDA,654108000.0,1048183000.0,912733000.0,704461000.0,594443000.0
Total Unusual Items,-158000.0,-9960000.0,-1371000.0,-5121000.0,4551000.0
Total Unusual Items Excluding Goodwill,-158000.0,-9960000.0,-1371000.0,-5121000.0,4551000.0
Net Income From Continuing Operation Net Minority Interest,296776000.0,682202000.0,609115000.0,387807000.0,327632000.0
Reconciled Depreciation,38968000.0,31909000.0,12301000.0,13755000.0,21373000.0
Reconciled Cost Of Revenue,1359107000.0,2191794000.0,1426032000.0,1417294000.0,1318405000.0
EBITDA,653950000.0,1038223000.0,911362000.0,699340000.0,598994000.0
EBIT,614982000.0,1006314000.0,899061000.0,685585000.0,577621000.0
Net Interest Income,-204842000.0,-168669000.0,-172922000.0,-162220000.0,-138066000.0
Interest Expense,203701000.0,167956000.0,160258000.0,156849000.0,139658000.0
Interest Income,6259000.0,7269000.0,6903000.0,5637000.0,4775000.0
Normalized Income,296916620.0,688775600.0,610390030.0,392446317.850496,323536100.0
Net Income From Continuing And Discontinued Operation,296776000.0,682202000.0,609115000.0,387807000.0,327632000.0
Total Expenses,1793496000.0,2673728000.0,1823284000.0,1796302000.0,1680575000.0
Rent Expense Supplemental,5027000.0,3954000.0,4602000.0,4326000.0,5297000.0
Diluted Average Shares,435757000.0,366310939.0,366310048.0,366311822.0,368539326.0
Basic Average Shares,435757000.0,366310939.0,366310048.0,366311822.0,368539326.0
Diluted EPS,0.68106,1.861806,1.66284,1.05868,0.89
Basic EPS,0.68106,1.861806,1.66284,1.05868,0.89
Diluted NI Availto Com Stockholders,296776000.0,682202000.0,609115000.0,387807000.0,327632000.0
Net Income Common Stockholders,296776000.0,682202000.0,609115000.0,387807000.0,327632000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,296776000.0,682202000.0,609115000.0,387807000.0,327632000.0
Minority Interests,-63283000.0,-157848000.0,-73848000.0,-91196000.0,-66181000.0
Net Income Including Noncontrolling Interests,360059000.0,840050000.0,682963000.0,479003000.0,393813000.0
Net Income Continuous Operations,360059000.0,840050000.0,682963000.0,479003000.0,393813000.0
Tax Provision,51222000.0,-1692000.0,55840000.0,49733000.0,44150000.0
Pretax Income,411281000.0,838358000.0,738803000.0,528736000.0,437963000.0
Net Non Operating Interest Income Expense,-204842000.0,-168669000.0,-172922000.0,-162220000.0,-138066000.0
Total Other Finance Cost,7400000.0,7982000.0,19567000.0,11008000.0,3183000.0
Interest Expense Non Operating,203701000.0,167956000.0,160258000.0,156849000.0,139658000.0
Interest Income Non Operating,6259000.0,7269000.0,6903000.0,5637000.0,4775000.0
Operating Income,231537000.0,561446000.0,305162000.0,310828000.0,272169000.0
Operating Expense,434389000.0,481934000.0,397252000.0,379008000.0,362170000.0
Other Operating Expenses,44206000.0,95298000.0,54523000.0,46376000.0,49757000.0
Selling General And Administration,306259000.0,310531000.0,267600000.0,254273000.0,229776000.0
Selling And Marketing Expense,198891000.0,177259000.0,172316000.0,157847000.0,130795000.0
General And Administrative Expense,107368000.0,133272000.0,95284000.0,96426000.0,98981000.0
Rent And Landing Fees,5027000.0,3954000.0,4602000.0,4326000.0,5297000.0
Gross Profit,665926000.0,1043380000.0,702414000.0,689836000.0,634339000.0
Cost Of Revenue,1359107000.0,2191794000.0,1426032000.0,1417294000.0,1318405000.0
Total Revenue,2025033000.0,3235174000.0,2128446000.0,2107130000.0,1952744000.0
Operating Revenue,2025033000.0,3235174000.0,2128446000.0,2107130000.0,1952744000.0
