,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,5569000.0,3741000.0,9569000.0,-4481000.0,-23862000.0,
Repayment Of Debt,-45810000.0,-302360000.0,-112499000.0,-1000.0,-52541000.0,
Issuance Of Debt,,0.0,298315000.0,292229000.0,0.0,292416000.0
Issuance Of Capital Stock,,5891000.0,,,,6305000.0
End Cash Position,50441000.0,19468000.0,592783000.0,280694000.0,92066000.0,
Beginning Cash Position,19468000.0,592783000.0,280694000.0,92066000.0,226237000.0,
Changes In Cash,30973000.0,-573315000.0,312089000.0,188628000.0,-134171000.0,
Financing Cash Flow,-126263000.0,-673404000.0,52331000.0,241887000.0,-153928000.0,
Net Other Financing Charges,-21861000.0,-2309000.0,2153000.0,165000.0,-18244000.0,
Interest Paid Cff,-58592000.0,-68548000.0,-114723000.0,-29440000.0,-82698000.0,
Cash Dividends Paid,,-304992000.0,-20653000.0,,,-150000000.0
Common Stock Dividend Paid,,-304992000.0,-20653000.0,-20499000.0,0.0,-150000000.0
Net Common Stock Issuance,0.0,5891000.0,0.0,-343000.0,-244000.0,
Common Stock Issuance,,5891000.0,,,,6305000.0
Net Issuance Payments Of Debt,-45810000.0,-302360000.0,185816000.0,292228000.0,-52541000.0,
Net Long Term Debt Issuance,-45810000.0,-302360000.0,185816000.0,292228000.0,-52541000.0,
Long Term Debt Payments,-45810000.0,-302360000.0,-112499000.0,-1000.0,-52541000.0,
Long Term Debt Issuance,,0.0,298315000.0,292229000.0,0.0,292416000.0
Investing Cash Flow,151667000.0,96348000.0,250189000.0,-48778000.0,43619000.0,
Net Other Investing Changes,-2087000.0,-1800000.0,-1711000.0,-2016000.0,-2048000.0,
Dividends Received Cfi,1000000.0,4632000.0,350000.0,900000.0,2000000.0,
Net Investment Purchase And Sale,-1852000.0,52397000.0,-63136000.0,68611000.0,77990000.0,
Sale Of Investment,408744000.0,439180000.0,201262000.0,156332000.0,154997000.0,
Purchase Of Investment,-410596000.0,-386783000.0,-264398000.0,-87721000.0,-77007000.0,
Net Investment Properties Purchase And Sale,-171320000.0,728839000.0,-195632000.0,-158253000.0,-169745000.0,
Purchase Of Investment Properties,-171320000.0,-212658000.0,-195632000.0,-158253000.0,-169745000.0,
Net Business Purchase And Sale,325926000.0,,510318000.0,41980000.0,135422000.0,
Sale Of Business,325929000.0,,510318000.0,41964000.0,135438000.0,
Purchase Of Business,-3000.0,,,,-16000.0,
Operating Cash Flow,5569000.0,3741000.0,9569000.0,-4481000.0,-23862000.0,
Taxes Refund Paid,-8976000.0,1332000.0,-22345000.0,-6731000.0,-14238000.0,
Change In Working Capital,-18962000.0,-34017000.0,8340000.0,-46288000.0,-43785000.0,
Change In Other Current Liabilities,-9012000.0,-37332000.0,-311364000.0,-7507000.0,-20114000.0,
Change In Other Current Assets,-2784000.0,1656000.0,10764000.0,-13528000.0,-940000.0,
Change In Accrued Expense,3391000.0,,,,-2545000.0,
Change In Payable,17446000.0,-23183000.0,37631000.0,-13328000.0,-5284000.0,
Change In Prepaid Assets,-3941000.0,5083000.0,1821000.0,-1783000.0,-1767000.0,
Change In Receivables,-24062000.0,20838000.0,266111000.0,-12680000.0,-13135000.0,
Other Non Cash Items,55344000.0,50858000.0,72007000.0,48915000.0,38234000.0,
Stock Based Compensation,1017000.0,1356000.0,1356000.0,1185000.0,841000.0,
Provisionand Write Offof Assets,-2680000.0,792000.0,326000.0,284000.0,341000.0,
Deferred Tax,-12307000.0,13329000.0,-1509000.0,8080000.0,-8529000.0,
Depreciation And Amortization,1392000.0,1438000.0,1645000.0,1745000.0,1741000.0,
Depreciation,1392000.0,1438000.0,1645000.0,1745000.0,1741000.0,
Gain Loss On Investment Securities,-140678000.0,-152593000.0,-218416000.0,-98377000.0,-84054000.0,
Gain Loss On Sale Of Business,,48576000.0,55461000.0,,,43380000.0
Net Income From Continuing Operations,134029000.0,78679000.0,111378000.0,87064000.0,86365000.0,
