,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,33161600.0,11891500.0,3904998.20327,4154120.0,5984680.0,
Tax Rate For Calcs,0.4,0.34,0.235312,0.34,0.34,
Normalized EBITDA,147763000.0,158341000.0,203840000.0,130495000.0,145866000.0,
Total Unusual Items,82904000.0,34975000.0,16595000.0,12218000.0,17602000.0,
Total Unusual Items Excluding Goodwill,82904000.0,34975000.0,16595000.0,12218000.0,17602000.0,
Net Income From Continuing Operation Net Minority Interest,-3338000.0,22646000.0,37773000.0,-6493000.0,13154000.0,
Reconciled Depreciation,93037000.0,66921000.0,58043000.0,59153000.0,56326000.0,
Reconciled Cost Of Revenue,329537000.0,354700000.0,298904000.0,303868000.0,289086000.0,
EBITDA,230667000.0,193316000.0,220435000.0,142713000.0,163468000.0,
EBIT,137630000.0,126395000.0,162392000.0,83560000.0,107142000.0,
Net Interest Income,-143662000.0,-135756000.0,-106768000.0,-111956000.0,-102770000.0,
Interest Expense,127585000.0,119456000.0,112301000.0,101223000.0,99884000.0,
Interest Income,,,13926000.0,2810000.0,2444000.0,
Normalized Income,-53080400.0,-437500.0,25082998.20327,-14556880.0,1536680.0,
Net Income From Continuing And Discontinued Operation,-3338000.0,22646000.0,37773000.0,-6493000.0,13154000.0,
Total Expenses,380261000.0,394070000.0,354315000.0,369391000.0,347490000.0,
Rent Expense Supplemental,3369000.0,5920000.0,4458000.0,4166000.0,3324000.0,
Total Operating Income As Reported,,,,82075000.0,,
Diluted Average Shares,346421000.0,,343390909.0,324650000.0,346223109.0,346200653.0
Basic Average Shares,346421000.0,,343390909.0,324650000.0,346223109.0,346200653.0
Diluted EPS,-0.01,,0.11,-0.02,0.036139,0.032614
Basic EPS,-0.01,,0.11,-0.02,0.036139,0.032614
Diluted NI Availto Com Stockholders,-3338000.0,22646000.0,37773000.0,-6493000.0,13154000.0,
Net Income Common Stockholders,-3338000.0,22646000.0,37773000.0,-6493000.0,13154000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-3338000.0,22646000.0,37773000.0,-6493000.0,13154000.0,
Minority Interests,-16634000.0,-7024000.0,-531000.0,222000.0,642000.0,
Net Income Including Noncontrolling Interests,13296000.0,29669000.0,38304000.0,-6715000.0,12512000.0,
Net Income Continuous Operations,13296000.0,29669000.0,38304000.0,-6715000.0,12512000.0,
Tax Provision,-3251000.0,-22730000.0,11787000.0,-10948000.0,-5254000.0,
Pretax Income,10045000.0,6939000.0,50091000.0,-17663000.0,7258000.0,
Special Income Charges,46773000.0,,,-1970000.0,-445000.0,
Restructuring And Mergern Acquisition,-46773000.0,,,1970000.0,445000.0,
Net Non Operating Interest Income Expense,-143662000.0,-135756000.0,-106768000.0,-111956000.0,-102770000.0,
Total Other Finance Cost,16077000.0,-2879000.0,8393000.0,13543000.0,2886000.0,
Interest Expense Non Operating,127585000.0,119456000.0,112301000.0,101223000.0,99884000.0,
Interest Income Non Operating,,,13926000.0,2810000.0,2444000.0,
Operating Income,70803000.0,107723000.0,140264000.0,82076000.0,92427000.0,
Operating Expense,50724000.0,39370000.0,55411000.0,65523000.0,58404000.0,
Other Operating Expenses,-121000.0,1015000.0,3081000.0,2394000.0,8052000.0,
Depreciation And Amortization In Income Statement,6410000.0,1024000.0,9891000.0,7825000.0,7743000.0,
Depreciation Income Statement,6410000.0,1024000.0,9891000.0,7825000.0,7743000.0,
Selling General And Administration,15677000.0,1908000.0,12432000.0,20376000.0,15328000.0,
General And Administrative Expense,15677000.0,1908000.0,12432000.0,20376000.0,15328000.0,
Rent And Landing Fees,3369000.0,5920000.0,4458000.0,4166000.0,3324000.0,
Gross Profit,121527000.0,147093000.0,195675000.0,147599000.0,150831000.0,
Cost Of Revenue,329537000.0,354700000.0,298904000.0,303868000.0,289086000.0,
Total Revenue,451064000.0,501794000.0,494579000.0,451467000.0,439917000.0,
Operating Revenue,451064000.0,501794000.0,494579000.0,451467000.0,439917000.0,
