,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,99359000.0,200212000.0,195468000.0,228916000.0,154940000.0,
Repayment Of Debt,-2959000.0,-2262821000.0,-82960000.0,-86768000.0,-85980000.0,
Issuance Of Debt,,3550000000.0,0.0,,,81950000.0
Issuance Of Capital Stock,39390000.0,-16440000.0,-1000.0,-196862000.0,32775000.0,
Capital Expenditure,-63099000.0,,-73074000.0,-58830000.0,-52312000.0,
End Cash Position,3766023000.0,3892614000.0,2777146000.0,2699316000.0,1473387000.0,
Beginning Cash Position,3892614000.0,2777146000.0,2699316000.0,1473387000.0,1468264000.0,
Changes In Cash,-126591000.0,1115468000.0,77829000.0,1225930000.0,5123000.0,
Financing Cash Flow,-220576000.0,1185253000.0,-124306000.0,-549913000.0,-96763000.0,
Net Other Financing Charges,-25947000.0,-34344000.0,-26786000.0,-22112000.0,-18672000.0,
Cash Dividends Paid,-219241000.0,-497000.0,-441000.0,-223287000.0,-3970000.0,
Net Common Stock Issuance,39390000.0,-16440000.0,-1000.0,-196862000.0,32775000.0,
Common Stock Issuance,39390000.0,-16440000.0,-1000.0,-196862000.0,32775000.0,
Net Issuance Payments Of Debt,-2959000.0,1287179000.0,-82960000.0,-86768000.0,-85980000.0,
Net Long Term Debt Issuance,-2959000.0,1287179000.0,-82960000.0,-86768000.0,-85980000.0,
Long Term Debt Payments,-2959000.0,-2262821000.0,-82960000.0,-86768000.0,-85980000.0,
Long Term Debt Issuance,,3550000000.0,0.0,,,81950000.0
Investing Cash Flow,-68473000.0,-92363000.0,-66407000.0,1488097000.0,-105366000.0,
Dividends Received Cfi,0.0,,0.0,0.0,0.0,
Net Investment Purchase And Sale,-12368000.0,0.0,0.0,1614198000.0,-55940000.0,
Net Business Purchase And Sale,335000.0,-30655000.0,0.0,-70352000.0,-4000000.0,
Sale Of Business,335000.0,,,,,
Purchase Of Business,,-30655000.0,0.0,-70352000.0,-4000000.0,0.0
Net Intangibles Purchase And Sale,-6350000.0,-2412000.0,-2376000.0,-933000.0,-861000.0,
Purchase Of Intangibles,-6350000.0,-2412000.0,-2376000.0,-933000.0,-861000.0,
Net PPE Purchase And Sale,-46997000.0,194302000.0,-64031000.0,-54946000.0,-50067000.0,
Sale Of PPE,9752000.0,14256000.0,6667000.0,2951000.0,1384000.0,
Purchase Of PPE,-56749000.0,,-70698000.0,-57897000.0,-51451000.0,
Operating Cash Flow,162458000.0,22578000.0,268542000.0,287746000.0,207252000.0,
Taxes Refund Paid,-1276000.0,-28821000.0,-24172000.0,-19716000.0,-13662000.0,
Interest Paid Cfo,-255172000.0,-167089000.0,-175053000.0,-163042000.0,-153565000.0,
Change In Working Capital,-158278000.0,-270455000.0,-121837000.0,-83511000.0,-199758000.0,
Change In Other Current Liabilities,0.0,,0.0,0.0,0.0,
Change In Other Current Assets,27431000.0,-8702000.0,-56091000.0,59828000.0,-35855000.0,
Change In Accrued Expense,70244000.0,-341165000.0,137097000.0,160225000.0,43937000.0,
Change In Payable,23989000.0,47330000.0,52054000.0,-63277000.0,-45657000.0,
Change In Inventory,-28595000.0,-6902000.0,-19580000.0,-7528000.0,-1899000.0,
Change In Receivables,-251347000.0,38984000.0,-235317000.0,-232759000.0,-160284000.0,
Other Non Cash Items,226369000.0,248169000.0,201232000.0,161247000.0,174112000.0,
Provisionand Write Offof Assets,37215000.0,-118001000.0,36745000.0,39232000.0,48279000.0,
Deferred Tax,57530000.0,-66193000.0,47138000.0,82037000.0,64686000.0,
Depreciation And Amortization,101411000.0,100536000.0,101233000.0,109117000.0,108903000.0,
Amortization Cash Flow,50044000.0,64743000.0,-84871000.0,43717000.0,48674000.0,
Depreciation,51367000.0,35793000.0,186104000.0,65400000.0,60229000.0,
Gain Loss On Investment Securities,-56910000.0,346400000.0,-309919000.0,58627000.0,75099000.0,
Net Foreign Currency Exchange Gain Loss,-26886000.0,,-3298000.0,-22517000.0,-41577000.0,127460000.0
Gain Loss On Sale Of PPE,-1728000.0,240000.0,6963000.0,-851000.0,-526000.0,
Gain Loss On Sale Of Business,1263000.0,,,,-2875000.0,
Net Income From Continuing Operations,125100000.0,264635000.0,154124000.0,127248000.0,148136000.0,
